Month,Date,Account,Subcategory,Category,Amount,Credit,Debit,Is Income,Is Expense
2025-03,2025-03-07,NFCU Cash Rewards Visa,Utilities (Natural Gas),Utilities,-180.82,,180.82,False,True
2025-03,2025-03-07,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-9.87,,9.87,False,True
2025-03,2025-03-07,BofA Checking,Transfer between accounts,Transfers (Internal),-180.82,,180.82,False,False
2025-03,2025-03-07,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),180.82,180.82,,False,False
2025-03,2025-03-07,Capital One QS Mastercard,Loan Payments (Vehicle),Transportation Expenses,-513.00,,513.00,False,True
2025-03,2025-03-07,Regional Acceptance Auto,Transfer between accounts,Transfers (Internal),513.00,513.00,,False,False
2025-03,2025-03-10,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-19.41,,19.41,False,True
2025-03,2025-03-10,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-44.33,,44.33,False,True
2025-03,2025-03-10,NFCU Cash Rewards Visa,Utilities (Cell Phone),Utilities,-90.00,,90.00,False,True
2025-03,2025-03-10,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",15.62,15.62,0.00,True,False
2025-03,2025-03-10,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-54.00,,54.00,False,True
2025-03,2025-03-10,NFCU Checking,Transfer between accounts,Transfers (Internal),-7.70,,7.70,False,False
2025-03,2025-03-11,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-03,2025-03-11,BofA Checking,Transfer between accounts,Transfers (Internal),-90.00,,90.00,False,False
2025-03,2025-03-11,BofA Checking,Transfer between accounts,Transfers (Internal),-54.00,,54.00,False,False
2025-03,2025-03-11,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),90.00,90.00,,False,False
2025-03,2025-03-11,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),54.00,54.00,,False,False
2025-03,2025-03-13,NFCU Checking,Transfer between accounts,Transfers (Internal),238.28,238.28,,False,False
2025-03,2025-03-13,FSA Dependent,Transfer between accounts,Transfers (Internal),-208.33,,208.33,False,False
2025-03,2025-03-13,FSA Health,Transfer between accounts,Transfers (Internal),-83.27,,83.27,False,False
2025-03,2025-03-13,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-19.25,,19.25,False,True
2025-03,2025-03-13,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-03,2025-03-13,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-20.00,,20.00,False,True
2025-03,2025-03-13,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-60.83,,60.83,False,True
2025-03,2025-03-13,NFCU AMEX,Finance Charges (Credit Cards),Finance Charges,-4.17,,4.17,False,False
2025-03,2025-03-13,BofA Checking,Transfer between accounts,Transfers (Internal),-19.25,,19.25,False,False
2025-03,2025-03-13,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),19.25,19.25,,False,False
2025-03,2025-03-13,Capital One QS Mastercard,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",7.70,7.70,,True,False
2025-03,2025-03-14,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2134.30,2134.30,,True,False
2025-03,2025-03-14,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",237.15,237.15,,True,False
2025-03,2025-03-14,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-03,2025-03-14,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-03,2025-03-14,NFCU Checking,Transfer between accounts,Transfers (Internal),-505.30,,505.30,False,False
2025-03,2025-03-14,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-214.00,,214.00,False,True
2025-03,2025-03-14,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-03,2025-03-14,Capital One QS Mastercard,Credit Card Payments,Transfers (Internal),505.30,505.30,,False,False
2025-03,2025-03-14,NFCU AMEX,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-25.67,,25.67,False,True
2025-03,2025-03-14,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-61.68,,61.68,False,True
2025-03,2025-03-15,NFCU Cash Rewards Visa,Transportation (Vehicle Maintenance/Repair),Transportation Expenses,-373.27,,373.27,False,True
2025-03,2025-03-16,NFCU AMEX,Pets (Emergency),Pets,-12.00,,12.00,False,True
2025-03,2025-03-16,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-27.01,,27.01,False,True
2025-03,2025-03-16,NFCU Cash Rewards Visa,Pets (Emergency),Pets,-1083.37,,1083.37,False,True
2025-03,2025-03-16,NFCU Cash Rewards Visa,Pets (Emergency),Pets,-475.03,,475.03,False,True
2025-03,2025-03-17,BofA Checking,Insurance (Auto),Insurance (Auto/Home/Umbrella/Misc),-184.67,,184.67,False,True
2025-03,2025-03-17,BofA Checking,Insurance (Home),Insurance (Auto/Home/Umbrella/Misc),-91.75,,91.75,False,True
2025-03,2025-03-17,BofA Checking,Insurance (Umbrella),Insurance (Auto/Home/Umbrella/Misc),-9.67,,9.67,False,True
2025-03,2025-03-17,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-97.80,,97.80,False,True
2025-03,2025-03-17,NFCU Cash Rewards Visa,Utilities (Electricity),Utilities,-98.66,,98.66,False,True
2025-03,2025-03-17,BofA Checking,Transfer between accounts,Transfers (Internal),-98.66,,98.66,False,False
2025-03,2025-03-17,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),98.66,98.66,,False,False
2025-03,2025-03-18,NFCU Checking,Transfer between accounts,Transfers (Internal),54.20,54.20,,False,False
2025-03,2025-03-18,FSA Health,Transfer between accounts,Transfers (Internal),-54.20,,54.20,False,False
2025-03,2025-03-18,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",32.06,32.06,,True,False
2025-03,2025-03-19,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-03,2025-03-20,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-5.82,,5.82,False,True
2025-03,2025-03-23,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-03,2025-03-23,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-18.40,,18.40,False,True
2025-03,2025-03-24,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-24.00,,24.00,False,True
2025-03,2025-03-24,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-60.83,,60.83,False,True
2025-03,2025-03-24,NFCU Savings,Transfer between accounts,Transfers (Internal),11.13,11.13,,False,False
2025-03,2025-03-24,NFCU Cash Rewards Visa,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",11.13,11.13,0.00,True,False
2025-03,2025-03-24,NFCU Checking,Transfer between accounts,Transfers (Internal),-11.13,,11.13,False,False
2025-03,2025-03-25,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-12.76,,12.76,False,True
2025-03,2025-03-25,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-10.26,,10.26,False,True
2025-03,2025-03-25,NFCU Checking,Transfer between accounts,Transfers (Internal),322.80,322.80,,False,False
2025-03,2025-03-25,FSA Dependent,Transfer between accounts,Transfers (Internal),-200.00,,200.00,False,False
2025-03,2025-03-25,FSA Health,Transfer between accounts,Transfers (Internal),-122.80,,122.80,False,False
2025-03,2025-03-27,NFCU Checking,Daycare,Daycare,-50.00,,50.00,False,True
2025-03,2025-03-27,NFCU Cash Rewards Visa,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-7.25,,7.25,False,True
2025-03,2025-03-28,BofA Checking,Utilities (Internet),Utilities,-25.16,,25.16,False,True
2025-03,2025-03-28,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-03,2025-03-28,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2134.57,2134.57,,True,False
2025-03,2025-03-28,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-03,2025-03-28,NFCU Cash Rewards Visa,Clothing (Kids),Clothing (Adult/Child),-53.49,,53.49,False,True
2025-03,2025-03-28,NFCU Cash Rewards Visa,Personal (Haircuts),Personal/Lifestyle (Discretionary),-26.00,,26.00,False,True
2025-03,2025-03-28,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-25.42,,25.42,False,True
2025-03,2025-03-28,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",237.17,237.17,,True,False
2025-03,2025-03-29,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-21.39,,21.39,False,True
2025-03,2025-03-29,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-23.41,,23.41,False,True
2025-03,2025-03-29,BofA Checking,Transfer between accounts,Transfers (Internal),-21.39,,21.39,False,False
2025-03,2025-03-29,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),21.39,21.39,,False,False
2025-03,2025-03-29,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-03,2025-03-31,NFCU Checking,Transfer between accounts,Transfers (Internal),-2342.38,,2342.38,False,False
2025-03,2025-03-31,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),2342.38,2342.38,,False,False
2025-03,2025-03-31,NFCU Checking,Transfer between accounts,Transfers (Internal),-1400.00,,1400.00,False,False
2025-03,2025-03-31,NFCU AMEX,Credit Card Payments,Transfers (Internal),1400.00,1400.00,,False,False
2025-03,2025-03-31,BofA Checking,Utilities (Sanitation),Utilities,-376.32,,376.32,False,True
2025-03,2025-03-31,NFCU Checking,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",0.02,0.02,,True,False
2025-03,2025-03-31,NFCU Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",2.49,2.49,,True,False
2025-03,2025-03-31,FSA Dependent,Transfer between accounts,Transfers (Internal),-61.65,,61.65,False,False
2025-03,2025-03-31,FSA Health,Transfer between accounts,Transfers (Internal),-43.40,,43.40,False,False
2025-03,2025-03-31,Lending Club Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",23.42,23.42,,True,False
2025-04,2025-04-01,NFCU Cash Rewards Visa,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-21.20,,21.20,False,True
2025-04,2025-04-01,NFCU Checking,Loan Payments (Mortgage Payments),Housing (Repairs/Mortgage/Taxes),-550.00,,550.00,False,True
2025-04,2025-04-01,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-60.83,,60.83,False,True
2025-04,2025-04-01,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-28.01,,28.01,False,True
2025-04,2025-04-01,NFCU Checking,Transfer between accounts,Transfers (Internal),105.05,105.05,0.00,False,False
2025-04,2025-04-01,NFCU Checking,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-5.34,,5.34,False,True
2025-04,2025-04-02,NFCU Checking,Daycare,Daycare,-150.00,,150.00,False,True
2025-04,2025-04-03,NFCU Cash Rewards Visa,Healthcare (Medication),Medical/Healthcare,-50.00,,50.00,False,True
2025-04,2025-04-03,NFCU Cash Rewards Visa,Transportation (Satellite Radio),Transportation Expenses,-21.38,,21.38,False,True
2025-04,2025-04-04,BofA Checking,Transfer between accounts,Transfers (Internal),-21.38,,21.38,False,False
2025-04,2025-04-04,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),21.38,21.38,,False,False
2025-04,2025-04-04,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-6.35,,6.35,False,True
2025-04,2025-04-07,NFCU Cash Rewards Visa,Utilities (Natural Gas),Utilities,-155.58,,155.58,False,True
2025-04,2025-04-07,NFCU Cash Rewards Visa,Utilities (Cell Phone),Utilities,-90.00,,90.00,False,True
2025-04,2025-04-07,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-53.85,,53.85,False,True
2025-04,2025-04-07,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-54.00,,54.00,False,True
2025-04,2025-04-08,NFCU Checking,Transfer between accounts,Transfers (Internal),182.17,182.17,,False,False
2025-04,2025-04-08,FSA Dependent,Transfer between accounts,Transfers (Internal),-138.35,,138.35,False,False
2025-04,2025-04-08,FSA Health,Transfer between accounts,Transfers (Internal),-43.82,,43.82,False,False
2025-04,2025-04-08,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",57.89,57.89,,True,False
2025-04,2025-04-08,BofA Checking,Transfer between accounts,Transfers (Internal),-155.58,,155.58,False,False
2025-04,2025-04-08,BofA Checking,Transfer between accounts,Transfers (Internal),-54.00,,54.00,False,False
2025-04,2025-04-08,BofA Checking,Transfer between accounts,Transfers (Internal),-90.00,,90.00,False,False
2025-04,2025-04-08,NFCU Checking,Transfer between accounts,Transfers (Internal),-250.00,,250.00,False,False
2025-04,2025-04-08,Lending Club Savings,Transfer between accounts,Transfers (Internal),250.00,250.00,,False,False
2025-04,2025-04-09,NFCU Checking,Transfer between accounts,Transfers (Internal),155.58,155.58,0.00,False,False
2025-04,2025-04-09,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),90.00,90.00,,False,False
2025-04,2025-04-09,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),54.00,54.00,,False,False
2025-04,2025-04-10,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-30.53,,30.53,False,True
2025-04,2025-04-10,NFCU Cash Rewards Visa,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-9.84,,9.84,False,True
2025-04,2025-04-11,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-60.83,,60.83,False,True
2025-04,2025-04-11,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-04,2025-04-11,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-04,2025-04-12,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-20.67,,20.67,False,True
2025-04,2025-04-14,NFCU Checking,Housing (Home Goods),Housing (Repairs/Mortgage/Taxes),-25.41,,25.41,False,True
2025-04,2025-04-14,NFCU AMEX,Finance Charges (Credit Cards),Finance Charges,-4.30,,4.30,False,False
2025-04,2025-04-14,NFCU Cash Rewards Visa,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-39.51,,39.51,False,True
2025-04,2025-04-14,NFCU Cash Rewards Visa,Gifts (Easter),Gifts (Discretionary),-54.98,21.98,76.96,False,True
2025-04,2025-04-14,NFCU Cash Rewards Visa,Grocery (Household-Cleaning/Health&Beauty),Grocery (Food/Cleaning/Pet/Health&Beauty),-44.50,,44.50,False,True
2025-04,2025-04-15,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",2179.02,2179.02,,True,False
2025-04,2025-04-15,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-04,2025-04-15,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-214.00,,214.00,False,True
2025-04,2025-04-15,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-19.25,,19.25,False,True
2025-04,2025-04-15,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",242.11,242.11,,True,False
2025-04,2025-04-15,BofA Checking,Transfer between accounts,Transfers (Internal),-19.25,,19.25,False,False
2025-04,2025-04-15,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),19.25,19.25,,False,False
2025-04,2025-04-15,BofA Checking,Insurance (Auto),Insurance (Auto/Home/Umbrella/Misc),-184.67,,184.67,False,True
2025-04,2025-04-15,BofA Checking,Insurance (Home),Insurance (Auto/Home/Umbrella/Misc),-91.75,,91.75,False,True
2025-04,2025-04-15,BofA Checking,Insurance (Umbrella),Insurance (Auto/Home/Umbrella/Misc),-9.67,,9.67,False,True
2025-04,2025-04-15,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-60.83,,60.83,False,True
2025-04,2025-04-15,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-30.75,,30.75,False,True
2025-04,2025-04-15,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-60.00,,60.00,False,True
2025-04,2025-04-15,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-57.14,,57.14,False,True
2025-04,2025-04-16,BofA Checking,Utilities (Sewage),Utilities,-228.94,,228.94,False,True
2025-04,2025-04-16,NFCU Checking,Transfer between accounts,Transfers (Internal),69.98,69.98,,False,False
2025-04,2025-04-16,FSA Dependent,Transfer between accounts,Transfers (Internal),-69.98,,69.98,False,False
2025-04,2025-04-16,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-41.65,,41.65,False,True
2025-04,2025-04-16,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-561.00,,561.00,False,True
2025-04,2025-04-16,NFCU Vehicle Loan,Transfer between accounts,Transfers (Internal),-18410.26,0.00,18410.26,False,False
2025-04,2025-04-16,Regional Acceptance Auto,Transfer between accounts,Transfers (Internal),18459.04,18459.04,,False,False
2025-04,2025-04-16,NFCU Vehicle Loan,Transfer between accounts,Transfers (Internal),561.00,561.00,,False,False
2025-04,2025-04-17,NFCU Cash Rewards Visa,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-21.19,,21.19,False,True
2025-04,2025-04-17,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-15.35,,15.35,False,True
2025-04,2025-04-17,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-04,2025-04-17,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-04,2025-04-17,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-5.82,,5.82,False,True
2025-04,2025-04-18,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-32.79,,32.79,False,True
2025-04,2025-04-18,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",6.59,6.59,,True,False
2025-04,2025-04-19,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-36.98,,36.98,False,True
2025-04,2025-04-19,NFCU AMEX,Entertainment (Bakery),Entertainment (Travel/Attractions/Dining),-64.50,,64.50,False,True
2025-04,2025-04-21,NFCU Cash Rewards Visa,Healthcare (Medical Devices),Medical/Healthcare,-21.47,,21.47,False,True
2025-04,2025-04-21,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-10.70,,10.70,False,True
2025-04,2025-04-21,NFCU Cash Rewards Visa,Transportation (Vehicle Maintenance/Repair),Transportation Expenses,-34.71,,34.71,False,True
2025-04,2025-04-21,NFCU Cash Rewards Visa,Transportation (Vehicle Maintenance/Repair),Transportation Expenses,-42.56,,42.56,False,True
2025-04,2025-04-21,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-23.41,,23.41,False,True
2025-04,2025-04-22,NFCU Cash Rewards Visa,Transportation (Vehicle Maintenance/Repair),Transportation Expenses,-105.87,,105.87,False,True
2025-04,2025-04-22,NFCU Cash Rewards Visa,Utilities (Electricity),Utilities,-140.68,,140.68,False,True
2025-04,2025-04-23,FSA Dependent,Transfer between accounts,Transfers (Internal),-208.33,,208.33,False,False
2025-04,2025-04-23,NFCU Checking,Transfer between accounts,Transfers (Internal),208.33,208.33,,False,False
2025-04,2025-04-23,NFCU AMEX,Grocery (Food),Grocery (Food/Cleaning/Pet/Health&Beauty),-2.77,,2.77,False,True
2025-04,2025-04-23,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-2.74,,2.74,False,True
2025-04,2025-04-23,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-30.00,,30.00,False,True
2025-04,2025-04-24,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",9.10,9.10,,True,False
2025-04,2025-04-24,NFCU Checking,Daycare,Daycare,-100.00,,100.00,False,True
2025-04,2025-04-24,NFCU Checking,Daycare,Daycare,-70.00,,70.00,False,True
2025-04,2025-04-25,BofA Checking,Salary - UPMC,"Income (Salary, Interest Earned/Tax Refunds)",250.00,250.00,,True,False
2025-04,2025-04-26,NFCU AMEX,Healthcare (Medication),Medical/Healthcare,-25.42,,25.42,False,True
2025-04,2025-04-29,BofA Checking,Transfer between accounts,Transfers (Internal),-140.68,0.00,140.68,False,False
2025-04,2025-04-29,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),140.68,140.68,,False,False
2025-04,2025-04-29,NFCU Cash Rewards Visa,Utilities (Streaming Services),Utilities,-21.39,,21.39,False,True
2025-04,2025-04-29,BofA Checking,Utilities (Internet),Utilities,-44.99,,44.99,False,True
2025-04,2025-04-30,BofA Checking,Transfer between accounts,Transfers (Internal),-21.39,,21.39,False,False
2025-04,2025-04-30,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),21.39,21.39,,False,False
2025-04,2025-04-30,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",1902.02,1902.02,,True,False
2025-04,2025-04-30,FSA Dependent,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",208.33,208.33,,True,False
2025-04,2025-04-30,BofA Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",211.34,211.34,,True,False
2025-04,2025-04-30,FSA Health,Transfer between accounts,Transfers (Internal),-121.80,,121.80,False,False
2025-04,2025-04-30,NFCU Cash Rewards Visa,Healthcare (Psychiatry),Medical/Healthcare,-25.00,,25.00,False,True
2025-04,2025-04-30,NFCU Cash Rewards Visa,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-21.20,,21.20,False,True
2025-04,2025-04-30,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-973.41,,973.41,False,True
2025-04,2025-04-30,NFCU Checking,Personal (Subscriptions),Personal/Lifestyle (Discretionary),-5.34,,5.34,False,True
2025-04,2025-04-30,NFCU Checking,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",0.02,0.02,,True,False
2025-04,2025-04-30,NFCU Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",2.69,2.69,,True,False
2025-04,2025-04-30,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-9.19,,9.19,False,True
2025-04,2025-04-30,NFCU AMEX,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-14.60,,14.60,False,True
2025-04,2025-04-30,Lending Club Savings,Income (Interest Earned),"Income (Salary, Interest Earned/Tax Refunds)",26.49,26.49,,True,False
2025-04,2025-04-30,NFCU Cash Rewards Visa,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-15.23,,15.23,False,True
2025-05,2025-05-01,NFCU Checking,Transfer between accounts,Transfers (Internal),121.98,121.98,,False,False
2025-05,2025-05-01,NFCU Checking,Loan Payments (Mortgage Payments),Housing (Repairs/Mortgage/Taxes),-550.00,,550.00,False,True
2025-05,2025-05-01,NFCU Checking,Transfer between accounts,Transfers (Internal),-722.46,,722.46,False,False
2025-05,2025-05-01,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),722.46,722.46,,False,False
2025-05,2025-05-01,NFCU Checking,Transfer between accounts,Transfers (Internal),-1900.00,,1900.00,False,False
2025-05,2025-05-01,NFCU AMEX,Credit Card Payments,Transfers (Internal),1900.00,1900.00,,False,False
2025-05,2025-05-01,Lending Club Savings,Transfer between accounts,Transfers (Internal),250.00,250.00,,False,False
2025-05,2025-05-01,NFCU Checking,Transfer between accounts,Transfers (Internal),-250.00,,250.00,False,False
2025-05,2025-05-01,NFCU Cash Rewards Visa,Utilities (Natural Gas),Utilities,-110.81,,110.81,False,True
2025-05,2025-05-01,BofA Checking,Transfer between accounts,Transfers (Internal),-110.81,0.00,110.81,False,False
2025-05,2025-05-01,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),110.81,110.81,,False,False
2025-05,2025-05-01,NFCU Vehicle Loan,Finance Charges (Loans),Finance Charges,-87.61,,87.61,False,False
2025-05,2025-05-02,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-17.75,,17.75,False,True
2025-05,2025-05-02,NFCU AMEX,Personal (Nicotine),Personal/Lifestyle (Discretionary),-63.16,,63.16,False,True
2025-05,2025-05-02,NFCU AMEX,Entertainment (Dining),Entertainment (Travel/Attractions/Dining),-23.41,,23.41,False,True
2025-05,2025-05-05,NFCU Cash Rewards Visa,Transportation (Satellite Radio),Transportation Expenses,-21.38,,21.38,False,True
2025-05,2025-05-05,NFCU Savings,Credit Card Cash Back,"Income (Salary, Interest Earned/Tax Refunds)",23.34,23.34,,True,False
2025-05,2025-05-05,BofA Checking,Transfer between accounts,Transfers (Internal),-21.38,,21.38,False,False
2025-05,2025-05-05,NFCU Cash Rewards Visa,Credit Card Payments,Transfers (Internal),21.38,21.38,,False,False
2025-05,2025-05-05,NFCU Cash Rewards Visa,Housing (Home Maintenance/Repair),Housing (Repairs/Mortgage/Taxes),-237.09,,237.09,False,True
2025-05,2025-05-05,NFCU Checking,Transfer between accounts,Transfers (Internal),233.75,233.75,,False,False
2025-05,2025-05-05,FSA Dependent,Transfer between accounts,Transfers (Internal),-208.33,,208.33,False,False
2025-05,2025-05-05,FSA Health,Transfer between accounts,Transfers (Internal),-25.42,,25.42,False,False
2025-05,2025-05-05,NFCU Cash Rewards Visa,Transportation Fees (Registration/Parking/Tolls/License),Transportation Expenses,-50.00,,50.00,False,True
2025-05,2025-05-05,NFCU Cash Rewards Visa,Transportation (Vehicle Maintenance/Repair),Transportation Expenses,-87.37,,87.37,False,True
2025-05,2025-05-05,NFCU AMEX,Transportation (Fuel),Transportation Expenses,-34.00,,34.00,False,True
2025-05,2025-05-06,NFCU Cash Rewards Visa,Transportation Fees (Registration/Parking/Tolls/License),Transportation Expenses,-69.50,,69.50,False,True
2025-05,2025-05-06,NFCU Checking,Daycare,Daycare,-50.00,,50.00,False,True
2025-04,2025-04-30,NFCU Checking,Salary - Tobii Dynavox,"Income (Salary, Interest Earned/Tax Refunds)",314.87,314.87,,True,False
2025-05,2025-05-07,NFCU Cash Rewards Visa,Entertainment (Travel),Entertainment (Travel/Attractions/Dining),-18.00,,18.00,False,True
2025-05,2025-05-08,NFCU Cash Rewards Visa,Entertainment (Attractions),Entertainment (Travel/Attractions/Dining),-54.00,,54.00,False,True
2025-05,2025-05-08,NFCU Checking,Loan Payments (Vehicle),Transportation Expenses,-561.00,,561.00,False,True
2025-05,2025-05-08,NFCU Vehicle Loan,Transfer between accounts,Transfers (Internal),561.00,561.00,,False,False
2025-05,2025-05-08,BofA Checking,Transfer between accounts,Transfers (Internal),-54.00,,54.00,False,False
